"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000164300",715.314988093739,1.27679922911451,0.08348891961889,15.2930381054497,8.50864450693126e-53,1.55006678298088e-51,"SERINC5","256987","serine incorporator 5"
"ENSG00000102144",5611.42013253563,-0.641436532475861,0.0419444217124568,-15.2925348899342,8.57465573571337e-53,1.56016390411042e-51,"PGK1","5230","phosphoglycerate kinase 1"
"ENSG00000130707",312.543560143866,-1.77315918853404,0.115972907101015,-15.2894260638787,8.99392591722956e-53,1.63443255447755e-51,"ASS1","445","argininosuccinate synthase 1"
"ENSG00000011009",1433.22328920563,0.939915353192719,0.0614840153746467,15.2871497976415,9.3138012640297e-53,1.69047786981859e-51,"LYPLA2","11313","lysophospholipase II"
"ENSG00000092621",1283.19734617957,-2.32800498477343,0.152523694565332,-15.2632349446286,1.34415915587302e-52,2.43668113643993e-51,"PHGDH","26227","phosphoglycerate dehydrogenase"
"ENSG00000125347",672.1584310927,1.47863910456928,0.0969300276952567,15.2547063044081,1.53182701504645e-52,2.7734725488642e-51,"IRF1","3659","interferon regulatory factor 1"
"ENSG00000170961",772.814457351281,-1.15237705010677,0.0755510106094437,-15.2529667149512,1.57319667266994e-52,2.84488006893369e-51,"HAS2","3037","hyaluronan synthase 2"
"ENSG00000136492",160.942137410396,-2.66488549099058,0.17473205080126,-15.2512688929726,1.61464546687658e-52,2.91625550132684e-51,"BRIP1","83990","BRCA1 interacting protein C-terminal helicase 1"
"ENSG00000130821",1258.25019313354,0.948558457829784,0.0622600222193214,15.235433975406,2.05756382591604e-52,3.71167388817021e-51,"SLC6A8","6535","solute carrier family 6 member 8"
"ENSG00000013619",175.16241143622,-2.47366312419412,0.16239058092264,-15.2327992802275,2.14219588098965e-52,3.85961893569994e-51,"MAMLD1","10046","mastermind like domain containing 1"
"ENSG00000089472",964.821734208674,1.02456394971353,0.0672946200602291,15.2250499192438,2.41174466076954e-52,4.33996249211495e-51,"HEPH","9843","hephaestin"
"ENSG00000166396",310.863651910332,-1.70577267845593,0.112095913443816,-15.2170817476847,2.72414208356073e-52,4.89614707652659e-51,"SERPINB7","8710","serpin family B member 7"
"ENSG00000113013",3966.44364963751,-0.664614988105428,0.0436912533400311,-15.211625606915,2.96098145655498e-52,5.31534040276581e-51,"HSPA9","3313","heat shock protein family A (Hsp70) member 9"
"ENSG00000173848",353.216966879313,-1.64834053101065,0.108382481349716,-15.2085513312061,3.10334698654899e-52,5.56412748026266e-51,"NET1","10276","neuroepithelial cell transforming 1"
"ENSG00000187735",1090.93681721721,-0.956300721289231,0.0629104157545433,-15.2009919155584,3.48306743945321e-52,6.23735697723711e-51,"TCEA1","6917","transcription elongation factor A1"
"ENSG00000132376",578.597847509543,1.30784546120008,0.0861625339141063,15.1788184700307,4.88501936987233e-52,8.73730770305564e-51,"INPP5K","51763","inositol polyphosphate-5-phosphatase K"
"ENSG00000080986",148.756742367977,-2.86500818062409,0.189165742883239,-15.1454916569777,8.11455096608579e-52,1.44960305622027e-50,"NDC80","10403","NDC80, kinetochore complex component"
"ENSG00000108828",6300.86847660561,0.689870400877287,0.0455662395702866,15.139945876226,8.82863283843677e-52,1.57525896819469e-50,"VAT1","10493","vesicle amine transport 1"
"ENSG00000105202",840.833492697942,-1.04291519460233,0.0689567027675084,-15.1242033442142,1.12149620901858e-51,1.99862286922803e-50,"FBL","2091","fibrillarin"
"ENSG00000119318",3967.98057256994,-0.703170759874176,0.0465482724525037,-15.1062697459217,1.47242480286596e-51,2.62084501746842e-50,"RAD23B","5887","RAD23 homolog B, nucleotide excision repair protein"
"ENSG00000171223",835.542490860056,1.20120358047247,0.0795277134126413,15.1042137253444,1.51907591709271e-51,2.70062012860222e-50,"JUNB","3726","JunB proto-oncogene, AP-1 transcription factor subunit"
"ENSG00000073711",709.838524301511,-1.27720915772191,0.084669936969857,-15.0845648813534,2.04619106806269e-51,3.63334505555518e-50,"PPP2R3A","5523","protein phosphatase 2 regulatory subunit B''alpha"
"ENSG00000112297",163.54138957761,-2.59076348958667,0.171817583321047,-15.0785701876958,2.2406891856385e-51,3.97392024283276e-50,"CRYBG1","202","crystallin beta-gamma domain containing 1"
"ENSG00000186575",1943.35468726224,-0.845014181051511,0.0561007781859499,-15.0624324363319,2.86065060329466e-51,5.06733997492269e-50,"NF2","4771","neurofibromin 2"
"ENSG00000091656",589.108024373691,-1.29951709665121,0.0863763780279367,-15.0448204279983,3.73345292728034e-51,6.60547770015098e-50,"ZFHX4","79776","zinc finger homeobox 4"
"ENSG00000101367",2865.2504984459,-0.729687115165494,0.0485061087944425,-15.0432003988969,3.82596993388076e-51,6.76104854742622e-50,"MAPRE1","22919","microtubule associated protein RP/EB family member 1"
"ENSG00000138675",1899.0947019017,-2.09456336867563,0.139261799152052,-15.0404732771598,3.98689473879384e-51,7.03698858207708e-50,"FGF5","2250","fibroblast growth factor 5"
"ENSG00000156671",1372.08322195131,0.900790288152539,0.0599072379662936,15.0364182815332,4.23871775500673e-51,7.47251462599153e-50,"SAMD8","142891","sterile alpha motif domain containing 8"
"ENSG00000113048",584.282627214867,-1.2497005800399,0.083118910031484,-15.0350934530606,4.32437643789814e-51,7.61441576364908e-50,"MRPS27","23107","mitochondrial ribosomal protein S27"
"ENSG00000151503",471.063779213311,-1.40928467034906,0.0937637661676036,-15.0301628011609,4.65859437424888e-51,8.19312218230071e-50,"NCAPD3","23310","non-SMC condensin II complex subunit D3"
"ENSG00000109586",701.602157625585,-1.14284647664794,0.0760802880384195,-15.021584514386,5.30248708491608e-51,9.31442844546999e-50,"GALNT7","51809","polypeptide N-acetylgalactosaminyltransferase 7"
"ENSG00000140525",363.918727071996,-1.64761087745493,0.109712342065176,-15.0175526877017,5.63500693786269e-51,9.88675383931194e-50,"FANCI","55215","Fanconi anemia complementation group I"
"ENSG00000153071",3936.0958845239,-0.643863933729668,0.0429554731109301,-14.9891012040986,8.65160755621606e-51,1.51614021597518e-49,"DAB2","1601","DAB2, clathrin adaptor protein"
"ENSG00000163171",4580.95736441411,-2.02028700913572,0.134812193242524,-14.9859368098943,9.07370674482594e-51,1.58822197155873e-49,"CDC42EP3","10602","CDC42 effector protein 3"
"ENSG00000134871",44717.3205183754,0.59887588998532,0.0399961137558447,14.9733520021756,1.09652327455011e-50,1.91702965840089e-49,"COL4A2","1284","collagen type IV alpha 2 chain"
"ENSG00000175221",705.494349844823,-1.1610127173825,0.0775427497579011,-14.9725502514076,1.109824804597e-50,1.93798554148703e-49,"MED16","10025","mediator complex subunit 16"
"ENSG00000163577",269.502381124719,-1.9012040415918,0.127087234678977,-14.9598348441073,1.34359060944934e-50,2.34341282864666e-49,"EIF5A2","56648","eukaryotic translation initiation factor 5A2"
"ENSG00000171451",1825.35463820626,-0.787843197058345,0.0526960724760865,-14.9507004989009,1.54119424792636e-50,2.6848842583852e-49,"DSEL","92126","dermatan sulfate epimerase-like"
"ENSG00000124831",1891.17000858139,-0.779804401436772,0.0521825056709828,-14.9437899044852,1.70968686539857e-50,2.97489551620356e-49,"LRRFIP1","9208","LRR binding FLII interacting protein 1"
"ENSG00000099364",1032.72455164077,1.05165665130214,0.0704329327313521,14.9313199169685,2.06144840482519e-50,3.58273898470679e-49,"FBXL19","54620","F-box and leucine rich repeat protein 19"
"ENSG00000068305",513.974091230932,-1.28811438733583,0.0863120305870552,-14.9239263469375,2.3031280428758e-50,3.99805666618417e-49,"MEF2A","4205","myocyte enhancer factor 2A"
"ENSG00000000003",751.038258129933,1.14297320142495,0.0766359464919929,14.9143222436011,2.65964090321162e-50,4.61150442723916e-49,"TSPAN6","7105","tetraspanin 6"
"ENSG00000148842",734.25616491907,1.27424599721484,0.0855087442219738,14.9019379106656,3.20157142214828e-50,5.54462510218818e-49,"CNNM2","54805","cyclin and CBS domain divalent metal cation transport mediator 2"
"ENSG00000079150",969.925704373625,0.978181619793219,0.0656655143798924,14.8964281941687,3.47675217220077e-50,6.01412834670128e-49,"FKBP7","51661","FK506 binding protein 7"
"ENSG00000131462",530.05539235359,-1.32479032863792,0.0889611259102861,-14.8917891391563,3.72662085442624e-50,6.4387969698164e-49,"TUBG1","7283","tubulin gamma 1"
"ENSG00000163507",227.058322893011,-2.08826731795569,0.140282012469631,-14.8862087247841,4.05098541191672e-50,6.99103313827034e-49,"CIP2A","57650","cell proliferation regulating inhibitor of protein phosphatase 2A"
"ENSG00000112308",2087.34773372006,-0.828634912962746,0.0556849240490509,-14.8807765676906,4.39369864655328e-50,7.57360592431605e-49,"C6orf62","81688","chromosome 6 open reading frame 62"
"ENSG00000140948",786.316593671688,1.10484004240727,0.07432501114513,14.8649832053159,5.56288394736617e-50,9.5777784598461e-49,"ZCCHC14","23174","zinc finger CCHC-type containing 14"
"ENSG00000126903",393.781132006211,-1.54148841088762,0.103756161528068,-14.8568373018563,6.28217022081411e-50,1.08035734789216e-48,"SLC10A3","8273","solute carrier family 10 member 3"
"ENSG00000132471",1598.7033459369,0.968435091911308,0.0651868793951491,14.8562885798054,6.33382442541572e-50,1.08797091354052e-48,"WBP2","23558","WW domain binding protein 2"
"ENSG00000164619",256.743546135647,-2.00680173557678,0.135162112326022,-14.8473688450222,7.23531470717803e-50,1.24137448375308e-48,"BMPER","168667","BMP binding endothelial regulator"
"ENSG00000145604",294.667988509243,-1.73810440423372,0.117104155707971,-14.8423802189234,7.79406427064184e-50,1.33568510721767e-48,"SKP2","6502","S-phase kinase associated protein 2"
"ENSG00000197977",138.440519118398,-3.04178568551031,0.205062854683798,-14.8334309019577,8.90621505022004e-50,1.52450403496101e-48,"ELOVL2","54898","ELOVL fatty acid elongase 2"
"ENSG00000116604",1524.88905917266,0.856298870305768,0.0577842080957786,14.8189081156297,1.10567098102037e-49,1.89041518773529e-48,"MEF2D","4209","myocyte enhancer factor 2D"
"ENSG00000047056",972.353279510714,0.978892819319929,0.0660616829005676,14.8178607679932,1.12304351356834e-49,1.91789285086561e-48,"WDR37","22884","WD repeat domain 37"
"ENSG00000123989",2485.79109076874,-0.703333894980611,0.0474659633244189,-14.8176471248142,1.12662047818502e-49,1.92177460734847e-48,"CHPF","79586","chondroitin polymerizing factor"
"ENSG00000187742",708.293141535007,1.14253807806371,0.0771152369552751,14.8159834965734,1.15486491000276e-49,1.96767619001395e-48,"SECISBP2","79048","SECIS binding protein 2"
"ENSG00000156804",358.768341514814,1.63085919132269,0.110082669852214,14.8148586286299,1.17436082073865e-49,1.99858311501688e-48,"FBXO32","114907","F-box protein 32"
"ENSG00000143344",679.576332636425,1.20615598779785,0.081440304375575,14.8103079555728,1.25663274496714e-49,2.13613072610447e-48,"RGL1","23179","ral guanine nucleotide dissociation stimulator like 1"
"ENSG00000172380",4995.16603030053,-0.661476987030993,0.0446882852458961,-14.8020221270795,1.42144177435743e-49,2.41350332609214e-48,"GNG12","55970","G protein subunit gamma 12"
"ENSG00000148730",3400.68947289627,0.738187151907283,0.0500384236348397,14.7524062167561,2.96887814257469e-49,5.03513533547363e-48,"EIF4EBP2","1979","eukaryotic translation initiation factor 4E binding protein 2"
"ENSG00000150551",690.02565569528,1.13970374849094,0.0772973215621252,14.744414495332,3.3420565036592e-49,5.66152054608382e-48,"LYPD1","116372","LY6/PLAUR domain containing 1"
"ENSG00000136518",447.500637454589,-1.45594920333479,0.0987500228190191,-14.7437859938841,3.37331273649083e-49,5.70790850865692e-48,"ACTL6A","86","actin like 6A"
"ENSG00000106034",1366.53796375434,-0.888075948607455,0.0602366617254263,-14.7431136316207,3.40707244676822e-49,5.75842129821903e-48,"CPED1","79974","cadherin like and PC-esterase domain containing 1"
"ENSG00000179454",305.35788680465,1.72445705558177,0.117057285568629,14.7317362367057,4.03211867004507e-49,6.80702920493978e-48,"KLHL28","54813","kelch like family member 28"
"ENSG00000165916",1924.85595299522,-0.795356529431417,0.0539906623541342,-14.7313719586275,4.05391406224039e-49,6.83599375850102e-48,"PSMC3","5702","proteasome 26S subunit, ATPase 3"
"ENSG00000198668",4065.31725965248,-0.672157228070506,0.0456758254203827,-14.7158200620182,5.10239185934799e-49,8.59417728263665e-48,"CALM1","801","calmodulin 1"
"ENSG00000170545",253.047534531958,-1.97187286890108,0.134061602120544,-14.7087073234291,5.66798115289603e-49,9.53592536887919e-48,"SMAGP","57228","small cell adhesion glycoprotein"
"ENSG00000171552",1256.18671676677,0.957175262756198,0.0650876723176893,14.7059378323483,5.90471627425834e-49,9.92288579817782e-48,"BCL2L1","598","BCL2 like 1"
"ENSG00000146733",313.278999360671,-1.75501316763986,0.119368565102956,-14.7024735207813,6.21474577701687e-49,1.04319958156805e-47,"PSPH","5723","phosphoserine phosphatase"
"ENSG00000149591",9681.57754889774,-2.09364156903608,0.142447595231605,-14.6976266298637,6.67588042563933e-49,1.11933021289047e-47,"TAGLN","6876","transgelin"
"ENSG00000140937",3080.54251815337,-0.667203968098618,0.0454005809386865,-14.6959345960722,6.84475476602486e-49,1.14634086070085e-47,"CDH11","1009","cadherin 11"
"ENSG00000197622",1612.39438453865,0.846909427128087,0.0576862536298321,14.6813040167703,8.49410729358891e-49,1.4209552019627e-47,"CDC42SE1","56882","CDC42 small effector 1"
"ENSG00000105429",2480.67829726858,0.793446920239209,0.0540499744022812,14.6798759668926,8.67489889051592e-49,1.44955396653542e-47,"MEGF8","1954","multiple EGF like domains 8"
"ENSG00000133895",375.854047751564,-1.49854083217811,0.102095649712669,-14.677812780422,8.9428840992803e-49,1.49264128941328e-47,"MEN1","4221","menin 1"
"ENSG00000197081",10813.302381497,0.656947414128246,0.0447639166717087,14.6758251505603,9.20884489934511e-49,1.53529362134104e-47,"IGF2R","3482","insulin like growth factor 2 receptor"
"ENSG00000167566",810.072312955192,-1.04445440109109,0.071299648509283,-14.6488015429011,1.37112866033797e-48,2.28335527639107e-47,"NCKAP5L","57701","NCK associated protein 5 like"
"ENSG00000137752",298.60691955271,1.75904249060627,0.120153237465443,14.6399924605626,1.5608553755144e-48,2.59637545421345e-47,"CASP1","834","caspase 1"
"ENSG00000142949",3207.45790454765,-0.768099553357808,0.0525640875891467,-14.6126298122295,2.33334365805126e-48,3.87698070263354e-47,"PTPRF","5792","protein tyrosine phosphatase, receptor type F"
"ENSG00000164134",1202.42185098679,-0.917932158070949,0.0628312799088778,-14.6094773081528,2.44385687345547e-48,4.05603182443545e-47,"NAA15","80155","N(alpha)-acetyltransferase 15, NatA auxiliary subunit"
"ENSG00000169855",2399.22245309467,0.709873069715542,0.0485982174014016,14.6069775327823,2.53517918236677e-48,4.20286510570545e-47,"ROBO1","6091","roundabout guidance receptor 1"
"ENSG00000013297",3890.38900873251,-2.90578849584538,0.198946772026378,-14.6058589754857,2.57713498729884e-48,4.26398642750818e-47,"CLDN11","5010","claudin 11"
"ENSG00000115419",2945.90524092175,-0.683047492585888,0.0467653671162806,-14.6058404906244,2.57783410700895e-48,4.26398642750818e-47,"GLS","2744","glutaminase"
"ENSG00000143476",150.445624494916,-2.75840337873471,0.188981108561236,-14.5961858290237,2.9700315147551e-48,4.90721126283192e-47,"DTL","51514","denticleless E3 ubiquitin protein ligase homolog"
"ENSG00000115594",2297.59335914873,2.15205095026834,0.147470564297107,14.5930881903498,3.10803835499792e-48,5.12948144187674e-47,"IL1R1","3554","interleukin 1 receptor type 1"
"ENSG00000105223",7101.06138841925,0.639795775205942,0.0438583961946458,14.587760399776,3.36049505903067e-48,5.53993022147584e-47,"PLD3","23646","phospholipase D family member 3"
"ENSG00000112081",2620.17235534339,-0.719906270725106,0.0493699082122753,-14.5818839206614,3.66267926843309e-48,6.03134827465552e-47,"SRSF3","6428","serine and arginine rich splicing factor 3"
"ENSG00000127947",1889.22340822042,0.761200780446125,0.0522028051039939,14.5816068490903,3.67757634703057e-48,6.04912055831881e-47,"PTPN12","5782","protein tyrosine phosphatase, non-receptor type 12"
"ENSG00000128165",218.128289916342,-2.25959725948733,0.155065661181635,-14.57187389051,4.24096274937876e-48,6.96803890750771e-47,"ADM2","79924","adrenomedullin 2"
"ENSG00000155508",932.976124410115,1.02769365362476,0.0705317778382747,14.5706472333819,4.3178070930685e-48,7.08639654094027e-47,"CNOT8","9337","CCR4-NOT transcription complex subunit 8"
"ENSG00000167460",25443.2797392495,-0.580391719225976,0.039868198314924,-14.5577614177944,5.21373200140526e-48,8.54727277382767e-47,"TPM4","7171","tropomyosin 4"
"ENSG00000115520",1104.14207793202,0.980988230732242,0.0674656251613531,14.5405638558314,6.70381762095713e-48,1.09778737886296e-46,"COQ10B","80219","coenzyme Q10B"
"ENSG00000086696",115.856944688105,4.62177567039546,0.317952931060142,14.5360373152881,7.16203271435114e-48,1.17152095609442e-46,"HSD17B2","3294","hydroxysteroid 17-beta dehydrogenase 2"
"ENSG00000099204",322.588263962327,-1.8678067006218,0.128508268162018,-14.5345255004678,7.32191232999582e-48,1.19634527626916e-46,"ABLIM1","3983","actin binding LIM protein 1"
"ENSG00000107290",2328.33825563979,0.753612378451639,0.051876623684899,14.5270128416436,8.17065015810019e-48,1.33354420852802e-46,"SETX","23064","senataxin"
"ENSG00000110492",1272.490821962,0.865416647593878,0.0596023670591413,14.5198368839136,9.07258732373273e-48,1.47786767724376e-46,"MDK","4192","midkine"
